Id,log_bike_count
0,0.24868625
1,1.6356974
2,2.1155906
3,0.8107683
4,0.84177005
5,0.67078066
6,0.6008307
7,0.7608458
8,0.6431076
9,0.9521449
10,0.98124206
11,1.4139392
12,1.4272604
13,1.4032094
14,0.7563403
15,0.6532239
16,0.6840782
17,0.51538694
18,0.6553114
19,1.0766318
20,1.3268635
21,0.5286413
22,0.82709444
23,0.5333946
24,0.5994305
25,1.4760103
26,0.23274769
27,1.9658629
28,1.6555914
29,1.6995081
30,0.6753869
31,1.7574373
32,0.26563916
33,0.6586472
34,1.4889654
35,0.7107004
36,1.3979087
37,0.86718583
38,0.5710114
39,0.90410364
40,1.9396012
41,1.1430074
42,1.3535482
43,1.5548142
44,0.3701642
45,1.6598761
46,1.3567021
47,1.6438518
48,1.4464467
49,0.68053496
50,1.3133417
51,0.5791867
52,1.9543766
53,1.07794
54,2.1902301
55,1.2461493
56,1.571096
57,1.1716683
58,0.6196509
59,1.5063066
60,0.48849946
61,1.2743973
62,0.2741076
63,0.6209406
64,0.47769505
65,0.4090236
66,1.4602085
67,0.43407807
68,1.6563547
69,1.2008611
70,1.6003762
71,2.022497
72,1.6108488
73,1.5380473
74,1.528998
75,1.6090584
76,0.7200571
77,1.6342243
78,0.31520793
79,1.5989166
80,1.860013
81,1.7097648
82,1.5544732
83,0.6678803
84,2.2513783
85,0.4410151
86,1.5800991
87,0.21045703
88,0.21008667
89,0.49882638
90,0.42520013
91,0.43774003
92,1.5943727
93,1.9872377
94,1.7347249
95,1.434047
96,1.2414886
97,2.03792
98,1.238869
99,2.1361012
100,1.3460768
101,1.4741666
102,1.4720974
103,0.7663591
104,2.000706
105,1.3832264
106,0.30630344
107,2.147152
108,0.38232923
109,0.43858272
110,0.47924674
111,0.33219364
112,0.3239707
113,0.10172232
114,0.76017463
115,0.20915881
116,1.0622054
117,1.8010781
118,1.137544
119,1.8172575
120,1.1149374
121,1.40393
122,0.3743776
123,1.3401562
124,0.32795054
125,1.3717937
126,0.533581
127,1.5043901
128,0.8298413
129,0.7273524
130,1.0668391
131,0.17537597
132,0.6601556
133,0.14588661
