Id,log_bike_count
0,0.27336854
1,1.3764988
2,1.934295
3,0.7129781
4,0.7140164
5,0.33620062
6,0.37758395
7,0.6159728
8,0.41238764
9,0.93518054
10,0.9125017
11,1.3862947
12,1.4301095
13,1.1596862
14,0.7170011
15,0.6523878
16,0.74342066
17,0.5465907
18,0.58513844
19,1.108829
20,1.2639188
21,0.29134718
22,0.7552483
23,0.33020666
24,0.6247025
25,1.4809395
26,0.14665744
27,1.903021
28,1.534886
29,1.4034011
30,0.63940305
31,1.643388
32,0.27974233
33,0.7176165
34,1.1555948
35,0.6247221
36,1.4413458
37,0.7479802
38,0.5946746
39,0.74429053
40,1.836119
41,1.2974203
42,1.3779942
43,1.4624109
44,0.3074226
45,1.3515865
46,1.1987638
47,1.4674082
48,1.5937605
49,0.3948205
50,1.547238
51,0.57957256
52,2.1604943
53,1.171989
54,2.323199
55,1.1667758
56,1.6548697
57,1.1649214
58,0.6133484
59,1.4809217
60,0.7214379
61,1.1911081
62,0.31118622
63,0.6233907
64,0.2960994
65,0.23665233
66,1.0705112
67,0.18964826
68,1.8513925
69,1.3455714
70,1.7382411
71,2.1205072
72,1.8553207
73,1.310702
74,1.8375432
75,1.6424689
76,0.56060094
77,1.497878
78,0.58533084
79,1.5607541
80,1.9556254
81,1.7351038
82,1.6903893
83,0.55601335
84,2.232422
85,0.33309367
86,1.4989772
87,0.13932319
88,0.42968434
89,0.1338326
90,0.77030885
91,0.15309654
92,2.0583515
93,1.8618683
94,1.865437
95,1.4386669
96,1.6203762
97,2.0479603
98,1.5845783
99,2.0801215
100,1.572022
101,1.496054
102,1.6539222
103,0.44729632
104,2.008636
105,1.4528768
106,0.22297437
107,2.139131
108,0.3684763
109,0.4606283
110,0.37935674
111,0.29188585
112,0.5396733
113,0.18313615
114,0.91985416
115,0.26326677
116,1.2715769
117,1.986544
118,1.1516675
119,1.9017885
120,0.91701436
121,1.5278836
122,0.33334252
123,1.5579233
124,0.30294567
125,1.5604805
126,0.36032426
127,1.6804665
128,0.5142504
129,0.6251071
130,0.8278437
131,0.21275456
132,0.6509955
133,0.21039215
134,0.13301589
135,2.0369406
136,0.129248
137,1.7750804
138,0.34042022
139,1.8584775
140,1.762593
141,0.8564485
142,1.2684512
143,0.6155529
144,2.2646492
145,0.63096404
146,1.5974745
147,0.34670785
148,0.89582396
149,0.4352467
150,1.5055261
151,0.33490917
152,2.2410343
153,1.6653569
154,1.3256972
155,1.7430803
156,1.4231365
157,0.7081512
158,1.5530525
159,0.55984306
160,2.0515506
161,0.47548968
162,1.3366568
163,0.30120462
164,0.75615376
165,0.23233354
166,0.47672614
167,0.29979354
168,1.5636102
169,1.5688381
170,1.569424
171,1.9686677
172,1.5486389
173,2.155362
174,2.199998
175,0.88131166
176,0.80713373
177,0.8018784
178,0.78068936
179,1.014739
180,0.9175684
181,0.8734439
182,0.94216484
183,0.19030212
184,0.30835357
185,0.3244992
186,0.31678936
187,1.0768327
188,0.24876311
189,1.288712
190,1.971852
191,1.2580805
192,1.5637339
193,1.3325459
194,1.4964635
195,1.0645189
196,2.2368143
197,0.85936284
198,2.0943918
199,0.73642266
200,0.81816256
201,0.48398113
202,0.84013456
203,0.728421
204,0.3900759
205,0.9148934
206,0.46854517
207,0.17070791
208,0.16826653
209,0.26575452
210,1.4966158
211,0.63610464
212,1.5231564
213,0.826649
214,1.5057739
215,0.7036386
216,1.6571745
217,0.15214379
218,2.207417
219,1.6342523
220,1.3488513
221,1.3786067
222,0.90000516
223,1.4331149
224,0.64993304
225,2.1072936
226,0.7528905
227,2.1606245
228,1.0438654
229,0.3268431
230,1.0156883
231,0.16612127
232,1.2488277
233,0.3748056
234,1.2030176
235,0.71893775
236,0.384128
237,2.0779567
238,0.2375292
239,1.4822896
240,1.0299733
241,1.5343701
242,0.99512845
243,0.6924341
244,0.9097977
245,0.66412324
246,0.85022366
247,0.29349357
248,0.7184373
249,0.2335312
250,0.57907045
251,1.2861571
252,0.36010852
253,1.8766736
254,0.16314566
255,2.1072638
256,0.15213715
257,0.5647845
258,0.34435716
259,2.1772764
260,0.18160945
261,1.5196393
262,1.2455744
263,1.4956192
264,1.9202358
265,1.4877007
266,1.5593324
267,0.66701746
268,1.4548404
269,0.62498325
270,1.4893364
271,0.906837
272,1.5209242
273,0.53593254
274,2.2140567
275,0.37730527
276,0.905609
277,1.2489927
278,0.14743395
279,1.8593439
280,0.2016896
281,1.5392565
282,1.4512429
283,2.0307727
284,2.0525959
285,0.63837063
286,1.4599183
287,0.6817458
288,1.4360423
289,0.70860445
290,0.79722846
291,0.3494936
292,0.6234458
293,1.295902
294,0.3942915
295,1.2878443
296,0.2755433
297,1.3044759
298,0.2586873
299,1.2111548
300,2.078378
301,1.291189
302,1.5408745
303,0.99314743
304,1.5163883
305,0.61250126
306,1.4961499
307,0.96466285
308,1.6749701
309,1.1526055
310,2.1118524
311,0.5999796
312,2.3502717
313,0.4076005
314,0.28299105
315,1.0143538
316,0.21185027
317,0.88806367
318,1.3449895
319,0.1452194
320,1.9400771
321,0.3967945
322,1.8843571
323,0.13123786
324,1.5166967
325,1.5670184
326,1.4298592
327,1.5432463
328,1.9219265
329,2.1495345
330,2.2057517
331,0.6591022
332,0.7078669
333,2.2121189
334,0.86170715
335,1.6147976
336,0.2809104
337,2.0488486
338,1.5454352
339,2.229133
340,1.6069261
341,1.4487717
342,1.5892323
343,0.81632763
344,2.1119514
345,0.7419099
346,0.7562475
347,0.7190346
348,1.2435683
349,0.26191694
350,1.2940339
351,1.251065
352,1.329021
353,2.2186842
354,1.4110075
355,1.402078
356,0.70579994
357,0.7696424
358,0.55895925
359,0.26510283
360,0.27317694
361,1.4835403
362,0.54303014
363,1.4462655
364,1.0493095
365,1.4343306
366,1.0718459
367,1.4848982
368,1.0993935
369,2.1880035
370,1.14978
371,1.4227777
372,0.2956174
373,0.831222
374,1.4678763
375,0.6961366
376,1.4946067
377,0.8958091
378,2.1751165
379,0.41246694
380,0.90217733
381,0.36215907
382,0.5371331
383,0.37002128
384,1.2936231
385,2.0558507
386,1.6038926
387,1.5949912
388,1.7510792
389,2.1372752
390,2.2878966
391,1.5070245
392,0.80603766
393,1.0003805
394,0.32702026
395,0.33118406
396,0.72907007
397,1.341327
398,1.1918232
399,0.90383875
400,0.94042706
401,0.6012014
402,0.42463005
403,1.1685821
404,1.1512077
405,1.0837808
406,1.1704874
407,1.3048061
408,1.042429
409,1.0017103
410,0.7026471
411,-0.12190296
412,0.012254983
413,0.38133296
414,0.21056071
415,1.1947074
416,0.23470771
417,2.129381
418,1.5598089
419,1.5420706
420,1.6408979
