Id,log_bike_count
0,0.38270414
1,1.7388824
2,2.3857973
3,1.0406275
4,0.7145544
5,0.58935493
6,0.55792505
7,0.7055067
8,0.669709
9,1.3020777
10,1.2854977
11,1.5905203
12,1.5917212
13,1.3555778
14,0.86278343
15,0.7629204
16,0.57659996
17,0.5194363
18,0.6722989
19,1.1532838
20,1.6472553
21,0.5449735
22,0.9082184
23,0.5908251
24,0.6894003
25,1.7564514
26,0.26262823
27,2.2233074
28,1.5983016
29,1.7229052
30,0.6906103
31,1.9000953
32,0.29419407
33,0.81349075
34,1.5938717
35,0.73479927
36,1.6978544
37,0.84176445
38,0.8383405
39,1.1665182
40,1.8615102
41,1.3259119
42,1.4237258
43,1.6712909
44,0.2747269
45,1.6596404
46,1.5921648
47,1.7662511
48,1.4078256
49,0.5781082
50,1.4527259
51,0.6038706
52,2.0269759
53,1.2635348
54,2.2650087
55,1.3572499
56,1.447107
57,1.3984706
58,0.5144888
59,1.7074249
60,0.39399055
61,1.309296
62,0.14270566
63,0.58951044
64,0.3918605
65,0.5467172
66,1.7097431
67,0.5843538
68,1.664303
69,1.3261647
70,1.4674822
71,2.2900534
72,1.5829985
73,1.5996823
74,1.5507065
75,1.6042087
76,0.5762096
77,1.6201822
78,0.20585231
79,1.6201822
80,2.3023787
81,1.8220052
82,1.7296383
83,0.540115
84,2.4032626
85,0.42825258
86,1.6032134
87,0.3252228
88,0.37922767
89,0.6008968
90,0.43919122
91,0.57119167
92,1.61879
93,2.2808723
94,1.5920912
95,1.708422
96,1.2228884
97,2.35984
98,1.3525401
99,2.470892
100,1.3587749
101,1.7039101
102,1.4900683
103,0.8493427
104,1.8865509
105,1.339427
106,0.4091171
107,2.1928883
108,0.46198952
109,0.43073937
110,0.48476022
111,0.20532027
112,0.5635048
113,0.061506543
114,0.72156304
115,0.23057032
116,1.0345438
117,2.0666127
118,1.0649222
119,2.1178925
120,0.9299103
121,1.321269
122,0.5857105
123,1.4010526
124,0.4146245
125,1.4850179
126,0.29905808
127,1.5963621
128,0.9494479
129,0.5120313
130,1.1065958
131,0.07289733
132,0.6580346
133,0.06537168
134,0.11066133
135,2.1535344
136,0.07103463
137,1.5549017
138,0.5127538
139,1.5445383
140,1.7303017
141,0.68587726
142,1.2408242
143,0.56634647
144,1.8691185
145,0.42522493
146,1.2712251
147,0.16757303
148,0.63316005
149,0.0423082
150,1.0939689
151,0.68584156
152,1.7905378
153,1.6009259
154,1.3144987
155,1.7015415
156,1.3161509
157,0.7770669
158,1.4482694
159,0.49835506
160,1.9489346
161,0.117331356
162,1.3876702
163,0.24274275
164,0.8559405
165,0.28018165
166,0.6622267
167,0.51947176
168,1.5114945
169,1.3047123
170,1.5111187
171,2.0030909
172,1.5123196
173,1.9567842
174,2.046258
175,1.1632706
176,0.90888876
177,0.83622354
178,0.8710582
179,0.7758126
180,0.9010268
181,1.1480644
182,0.8459853
183,0.29993153
184,0.23097871
185,0.46049005
186,0.2435447
187,0.80333954
188,0.6269054
189,1.0087949
190,1.9597776
191,0.99707097
192,1.5817671
193,1.0013055
194,1.4331188
195,1.0464448
196,2.1046891
197,0.73809606
198,2.046258
199,0.5191097
200,0.90888876
201,0.6636932
202,0.795719
203,0.73265266
204,0.29651368
205,1.2302843
206,0.61673784
207,0.35111046
208,0.61116546
209,0.4328264
210,1.4670118
211,0.9688686
212,1.5643935
213,1.1080769
214,1.5589043
215,1.1433611
216,1.6901977
217,0.08698747
218,2.0866785
219,1.7856951
220,1.4953282
221,1.152612
222,0.83366287
223,1.108373
224,0.50457907
225,1.7078397
226,0.8098605
227,1.8173941
228,1.0884472
229,0.10914964
230,1.0716689
231,0.16360293
232,1.3068944
233,0.58963776
234,1.1683984
235,0.5179536
236,0.42070603
237,1.7956134
238,0.3724995
239,1.3157749
240,1.1102047
241,1.3169758
242,1.2315472
243,0.7753756
244,1.3976657
245,0.519557
246,1.2199247
247,0.28213137
248,1.1170454
249,0.22755203
250,0.64894634
251,1.217001
252,0.41164532
253,1.9069118
254,0.17050612
255,2.0925717
256,0.13113856
257,0.59288347
258,0.5853392
259,1.9547019
260,0.61070526
261,1.5268325
262,1.2048478
263,1.5114945
264,1.8805822
265,1.5123196
266,1.4545172
267,0.7764166
268,1.3174399
269,0.9249592
270,1.3909249
271,0.89663196
272,1.4295958
273,0.45191285
274,2.1221383
275,0.2925167
276,0.70749354
277,1.3800272
278,0.15410288
279,1.8877027
280,0.17683282
281,1.5517055
282,1.3240745
283,1.9975454
284,1.8966054
285,0.7872859
286,1.4466478
287,0.41871744
288,1.443109
289,0.65134
290,0.8945937
291,0.6629084
292,0.69854474
293,1.3038608
294,0.3187021
295,1.3080953
296,0.26678884
297,1.3429912
298,0.6664672
299,1.3386589
300,1.9512382
301,1.3404989
302,1.508756
303,1.0703698
304,1.5181227
305,0.7453702
306,1.5193236
307,0.827274
308,1.650617
309,1.382342
310,2.1287284
311,0.48120666
312,2.1408458
313,0.5024006
314,0.2612317
315,1.2293788
316,0.6037345
317,1.3895005
318,1.398407
319,0.37171376
320,1.9363109
321,0.4719907
322,1.9183298
323,0.12023019
324,1.524094
325,1.4136224
326,1.5193236
327,1.4295958
328,2.1287284
329,2.1370838
330,2.075559
331,0.53109676
332,0.76966524
333,1.9145864
334,0.9988425
335,1.5744025
336,0.29422534
337,2.0907755
338,1.4463974
339,2.1235392
340,1.5320551
341,1.476809
342,1.5480324
343,0.8888715
344,2.0089703
345,0.7431489
346,0.7928741
347,0.78599006
348,1.121016
349,0.27935487
350,1.1587198
351,1.4058844
352,1.301459
353,2.0641336
354,1.3703712
355,1.492105
356,0.64273876
357,0.7650039
358,0.69079894
359,0.24866566
360,0.59874254
361,1.4303803
362,0.4713551
363,1.508756
364,0.9824567
365,1.5181227
366,1.1928167
367,1.650617
368,1.2031231
369,2.1408458
370,1.4132323
371,1.5035301
372,0.21938165
373,0.9213208
374,1.3741735
375,0.8426733
376,1.4189291
377,1.072431
378,2.132104
379,0.4502295
380,0.67253053
381,0.62881726
382,0.27604353
383,0.57084465
384,1.3522766
385,1.8831677
386,1.516164
387,1.5468315
388,1.6793258
389,2.1574373
390,2.1049595
391,1.4980766
392,0.843859
393,0.9944883
394,0.6049799
395,0.6739619
396,0.78371626
397,1.3095543
398,1.1636174
399,1.1456503
400,1.0412551
401,0.38599396
402,0.31711763
403,1.0884169
404,1.2009547
405,1.1837025
406,1.2982061
407,1.2987248
408,1.1933559
409,1.0913696
410,0.48153976
411,-0.012702161
412,0.017358217
413,0.59088606
414,0.6440805
415,1.2046367
416,0.35254514
417,2.2817678
418,1.6705114
419,1.6002674
420,1.7346292
421,1.7376815
422,2.3798878
423,2.496659
424,1.6976151
425,0.64478016
426,1.3384966
427,1.5992106
428,1.5874866
429,1.6451551
430,0.6290101
431,0.89067674
432,0.5617512
433,0.5547078
434,0.5684829
435,0.7758727
436,1.3745021
437,1.3663641
438,1.5607939
439,1.6090719
440,0.74457884
441,0.73996866
442,0.25044277
443,0.26431376
444,2.2576852
445,1.4868786
446,2.3747387
447,2.5971932
448,2.525595
449,1.6579274
450,0.82223
451,0.7941129
452,0.31171575
453,1.6837422
454,2.3497782
455,1.6914274
456,1.682289
457,1.707221
458,1.8696349
459,2.5373046
460,0.92463034
461,2.210307
462,0.5186547
463,0.44762146
464,0.2550078
465,0.11157889
466,0.06414487
467,1.5212282
468,2.2421649
469,0.6046807
470,0.24544425
471,0.25948173
472,2.1530685
473,1.6943427
474,2.0761533
475,2.2992508
476,2.2549868
477,1.5225754
478,0.19414017
479,0.027647432
480,1.7354217
481,2.3113623
482,1.7774329
483,1.6911781
484,1.6973463
485,1.8409826
486,2.2227929
487,2.4475267
488,0.5364006
489,0.36129212
490,1.1910604
491,1.3556958
492,1.357574
493,1.4011049
494,1.0469309
495,0.710962
496,0.8820668
497,1.0001047
498,0.5571401
499,0.48041594
500,0.2568785
501,0.11744127
502,0.72587895
503,0.86071545
504,0.96670014
505,0.9585622
506,1.1626207
507,0.92541695
508,0.47657603
509,0.40941048
510,0.4328706
511,0.49380112
512,0.5040066
513,0.98768175
514,1.0618453
515,1.1499904
516,1.1780217
517,1.2648091
518,0.5342685
519,0.4539308
520,0.44880235
521,0.43133932
522,0.18616384
523,1.3485165
524,1.2334205
525,1.9161708
526,1.9117256
527,0.72593266
528,0.7322224
529,0.24011803
530,0.62842613
531,1.9018363
532,1.5289013
533,1.4331188
534,1.5268325
535,1.643613
536,2.1046891
537,1.4829059
538,0.846325
539,0.35309836
540,1.262417
541,1.5111187
542,1.643613
543,2.0925717
544,1.4829059
545,1.9187089
546,1.5526695
547,1.5577034
548,2.1391563
549,0.9420214
550,0.9358285
551,1.2151601
552,0.5378404
553,1.1857542
554,1.1587198
555,1.3155848
556,0.6466268
557,0.55823046
558,0.62071717
559,0.37823516
560,0.54128325
561,0.52673674
562,1.0144035
