Id,log_bike_count
0,0.24230294
1,1.6943376
2,2.347182
3,1.054113
4,0.7231416
5,0.5981279
6,0.60695416
7,0.8092588
8,0.601011
9,1.0741025
10,1.1373491
11,1.6233727
12,1.6552678
13,1.4088469
14,0.85674596
15,0.688848
16,0.47834715
17,0.43103716
18,0.54510903
19,1.0127227
20,1.481595
21,0.5297178
22,0.9369966
23,0.52870065
24,0.576194
25,1.6668112
26,0.24126655
27,2.22822
28,1.6362222
29,1.7030731
30,0.7232564
31,1.813948
32,0.3083832
33,0.7714623
34,1.5378612
35,0.6547364
36,1.5825379
37,0.9613964
38,0.8160531
39,0.9474089
40,1.7205971
41,1.1770896
42,1.3753463
43,1.6902114
44,0.40097106
45,1.7740334
46,1.4837562
47,1.7596617
48,1.5110078
49,0.51052153
50,1.3867607
51,0.61009204
52,1.9278619
53,1.2249192
54,2.2558436
55,1.367144
56,1.616606
57,1.3631635
58,0.45121065
59,1.7547972
60,0.4577029
61,1.3108995
62,0.11040468
63,0.4494174
64,0.5200876
65,0.48572087
66,1.5092343
67,0.55223984
68,1.7718897
69,1.3012896
70,1.6345087
71,2.1834598
72,1.7017498
73,1.5317793
74,1.5726488
75,1.61115
76,0.67179763
77,1.5818816
78,0.34431705
79,1.5818816
80,2.3555138
81,1.7387307
82,1.7148231
83,0.87408954
84,2.353601
85,0.5650943
86,1.7231846
87,0.20276937
88,0.37899235
89,0.49328512
90,0.48856106
91,0.49448934
92,1.6724623
93,2.2063975
94,1.6503967
95,1.6027604
96,1.2021719
97,2.3680444
98,1.5033089
99,2.3903313
100,1.5407178
101,1.6545761
102,1.6424452
103,0.6718258
104,2.053674
105,1.2785305
106,0.6751026
107,2.0339596
108,0.48966944
109,0.3391026
110,0.50038314
111,0.2222514
112,0.4937622
113,0.05531026
114,0.8289593
115,0.12867276
116,1.2272298
117,2.1738362
118,1.30033
119,2.212664
120,1.0294478
121,1.4573942
122,0.7962225
123,1.3860327
124,0.37150934
125,1.4532437
126,0.37418592
127,1.5008873
128,1.1333017
129,0.5996676
130,1.177399
131,0.06832047
132,0.64617634
133,0.07820014
134,0.062262695
135,2.3776388
136,0.19583172
137,1.7193354
138,0.6510445
139,1.5850568
140,1.5642616
141,0.78280854
142,1.2730665
143,0.57122153
144,1.9863323
145,0.46650723
146,1.1667145
147,0.30911374
148,0.46935248
149,0.14441425
150,1.0776229
151,0.7652472
152,1.7540021
153,1.6185316
154,1.4700949
155,1.7324088
156,1.3808601
157,0.7963526
158,1.5438083
159,0.5847656
160,2.1309114
161,0.2937004
162,1.4913481
163,0.28101584
164,0.8940936
165,0.3596828
166,0.62336224
167,0.3985337
168,1.5570762
169,1.4012631
170,1.585675
171,2.2108538
172,1.585675
173,2.1097388
174,2.1044796
175,1.0082779
176,0.9338443
177,0.8001968
178,0.8405086
179,0.76723963
180,0.8481516
181,0.91595215
182,0.38116476
183,0.38965318
184,0.23197462
185,0.5920736
186,0.23955765
187,1.0271134
188,0.49932793
189,1.2896138
190,2.0191483
191,1.1839895
192,1.6318643
193,1.2469155
194,1.5435684
195,1.2061552
196,2.2531345
197,0.87337095
198,2.1107192
199,0.6394526
200,0.9581965
201,0.63055426
202,0.8456113
203,0.74967945
204,0.29604208
205,0.918684
206,0.4471826
207,0.3604083
208,0.51208645
209,0.275745
210,1.5312072
211,1.1454164
212,1.6284138
213,1.1785764
214,1.6162332
215,1.332942
216,1.7179606
217,0.1769498
218,2.2443724
219,1.5970494
220,1.4958825
221,1.2677621
222,0.9006967
223,1.2677809
224,0.6221082
225,1.8412042
226,0.68343145
227,1.8699193
228,0.9648843
229,0.17735095
230,1.0281305
231,0.17735095
232,1.3426071
233,0.62741464
234,1.1444954
235,0.47409046
236,0.40874758
237,1.8257334
238,0.30219334
239,1.442081
240,1.1527584
241,1.442081
242,1.2410147
243,0.652382
244,1.2741749
245,0.21885201
246,1.2358955
247,0.19594038
248,1.1078763
249,0.25333053
250,0.68726546
251,1.2027305
252,0.40025693
253,1.9381417
254,0.15191646
255,2.135759
256,0.26009783
257,0.59432167
258,0.7326856
259,1.9474169
260,0.6088404
261,1.6461775
262,1.1819806
263,1.6254482
264,1.8496102
265,1.6162095
266,1.4270662
267,0.6995911
268,1.4211599
269,0.8243075
270,1.4964986
271,0.4673556
272,1.4986646
273,0.39226353
274,2.1678464
275,0.33379048
276,0.6777009
277,1.3829591
278,0.19847445
279,1.9718727
280,0.20605746
281,1.5913286
282,1.3567395
283,2.0580628
284,1.9318357
285,0.6832022
286,1.4966391
287,0.37548348
288,1.5274298
289,0.6779734
290,1.1616049
291,0.67368966
292,0.3312967
293,1.3466372
294,0.2260606
295,1.3860495
296,0.27621016
297,1.3357219
298,0.67681015
299,1.3998201
300,1.802661
301,1.333159
302,1.5181688
303,1.0982538
304,1.5374124
305,0.87041426
306,1.5489596
307,0.8871211
308,1.650687
309,0.9834295
310,2.1474226
311,0.5001812
312,2.228318
313,0.41459438
314,0.2561315
315,1.2905867
316,0.433681
317,1.4191934
318,1.3119955
319,0.66042614
320,1.7737029
321,0.33390555
322,1.8454342
323,0.2525148
324,1.50994
325,1.4714264
326,1.5489596
327,1.4986646
328,2.1474226
329,2.1194649
330,2.1248696
331,0.17735013
332,0.6992601
333,1.8601043
334,0.8898464
335,1.6291572
336,0.34420735
337,2.1427395
338,1.490083
339,2.2350597
340,1.5333552
341,1.4133543
342,1.5507264
343,0.9066806
344,2.1024857
345,0.6496466
346,0.7412809
347,0.6813713
348,1.078542
349,0.28379324
350,1.061593
351,1.3119955
352,1.3263977
353,2.098673
354,1.2951177
355,1.4193827
356,0.56590587
357,0.6179608
358,0.53380984
359,0.24854843
360,0.19546749
361,1.4073309
362,0.3757922
363,1.4892107
364,0.92495
365,1.5374124
366,1.3126233
367,1.650687
368,1.3331654
369,2.2545145
370,1.3853731
371,1.4529669
372,0.2743529
373,0.9462936
374,1.4645755
375,0.85878575
376,1.5071564
377,0.76268834
378,2.184428
379,0.5248407
380,0.39214495
381,0.4427793
382,0.1575999
383,0.4633931
384,1.3213714
385,1.7880939
386,1.4872752
387,1.5391792
388,1.6524538
389,2.1083841
390,2.2152388
391,1.4481835
392,0.9331737
393,1.0106885
394,0.7950256
395,0.6401466
396,0.6322793
397,1.3125482
398,1.0558733
399,1.1815228
400,0.3617453
401,0.359211
402,0.25265744
403,1.1445459
404,1.3337427
405,1.3176452
406,1.4321699
407,1.538709
408,1.2637583
409,1.2148618
410,0.4367012
411,-0.06393555
412,0.09625689
413,0.6691152
414,0.571393
415,1.1302247
416,0.2663019
417,2.2184825
418,1.6161636
419,1.6075753
420,1.7315638
421,1.6943376
422,2.3874981
423,2.519307
424,1.6849464
425,0.60599416
426,1.2161884
427,1.6692042
428,1.6553819
429,1.6115395
430,0.6946991
431,0.92337817
432,0.731426
433,0.6320442
434,0.40620628
435,0.59285235
436,1.4127355
437,1.3426214
438,1.6036276
439,1.6149728
440,0.5587479
441,0.51720214
442,0.28360596
443,0.24884959
444,2.2037673
445,1.5251083
446,2.4169009
447,2.5878625
448,2.489078
449,1.6539612
450,0.8830794
451,0.7138439
452,0.19518632
453,1.5786153
454,2.1833184
455,1.5942684
456,1.6360391
457,1.6027604
458,1.7223709
459,2.5382097
460,0.9143545
461,2.0826871
462,0.48177975
463,0.34911048
464,0.33717895
465,-0.077545494
466,0.04203845
467,1.7195604
468,2.250526
469,0.7106785
470,0.23554954
471,0.18467611
472,2.3936667
473,1.7234573
474,2.1191144
475,2.424809
476,2.3443854
477,1.7137852
478,0.1138142
479,0.13453457
480,1.6454979
481,2.179043
482,1.7991824
483,1.5981301
484,1.5857221
485,1.7365307
486,2.1321876
487,2.4379613
488,0.6853417
489,0.5212581
490,1.3632274
491,1.536382
492,1.5407178
493,1.3444235
494,0.68360305
495,0.7540272
496,1.0149276
497,1.2150203
498,0.4336961
499,0.5849232
500,0.33129457
501,0.27328962
502,0.92708135
503,1.0506141
504,1.1156473
505,1.1248742
506,1.3344594
507,1.0391022
508,0.39094305
509,0.58628756
510,0.6404453
511,0.4313576
512,0.40464422
513,0.8653686
514,1.1738011
515,1.2320651
516,1.294364
517,1.3837731
518,0.4549584
519,0.63862556
520,0.91298205
521,0.16916993
522,0.0747513
523,1.422319
524,1.3686864
525,1.9897747
526,2.0108724
527,0.6232458
528,0.9191679
529,0.2609136
530,0.6324266
531,1.8664104
532,1.5508578
533,1.4839574
534,1.574647
535,1.6874024
536,2.2616715
537,1.5310992
538,0.7266856
539,0.23295522
540,1.2371703
541,1.6162095
542,1.7179369
543,2.1504405
544,1.5554512
545,1.9134822
546,1.6076847
547,1.604686
548,2.144737
549,1.0166531
550,0.8563635
551,0.9865075
552,0.5246657
553,1.2044245
554,1.1653258
555,1.3526981
556,0.78333485
557,0.6087316
558,0.6955341
559,0.2788034
560,0.38545224
561,0.39140433
562,0.94056225
563,1.2449952
564,1.2204727
565,1.4364097
566,0.63219476
567,1.7806503
568,1.6292684
569,2.2611678
570,1.4128222
571,0.57235163
572,0.6713311
573,0.96680063
574,0.1347517
575,0.7684108
576,0.5155088
577,1.5243152
578,1.4709829
579,1.5423789
580,1.5158826
581,2.0926445
582,0.6678698
583,1.8743923
584,1.4868613
585,1.436289
586,1.5388981
587,0.91270924
588,0.8536203
589,0.8914385
590,0.67543334
591,0.32160532
592,0.641786
593,1.4579033
594,0.3565431
595,1.8473516
596,1.564661
597,0.9989266
598,0.8010567
599,0.47920486
600,0.4258613
601,0.5852689
602,0.82549757
603,0.8990338
604,1.2807243
605,1.2746634
606,1.2829553
607,1.2418393
608,1.0178363
609,0.8999973
610,0.19384016
611,0.19883575
612,0.33811972
613,0.36962312
614,0.14143258
615,0.2993443
616,0.061783373
617,0.0453949
618,1.7288331
619,1.8272943
620,1.4099305
621,1.3501405
622,1.4799181
623,1.5200691
624,1.6506729
625,2.324027
626,2.2362232
627,1.4662246
628,0.23619866
629,1.3457383
630,2.4375765
631,3.9312677
632,4.1988883
633,4.2419662
634,3.7764175
635,3.625179
636,3.2935145
637,3.0002143
638,1.8185014
639,2.0637672
640,2.714695
641,3.4247322
642,3.936423
643,4.553927
644,4.213141
645,2.967187
646,3.3658412
647,4.1930223
648,4.410753
649,4.5507092
650,1.5119699
651,4.8831587
652,4.8428917
653,4.1376944
654,5.2661133
655,2.842346
656,1.6601723
657,1.067758
658,3.8929605
659,4.8306923
660,4.3712206
661,5.263273
662,4.092612
663,3.5592873
664,4.919516
665,3.6507273
666,1.4468446
667,3.886791
668,4.5855627
669,4.449834
670,3.5563858
671,4.764006
672,3.9480689
673,4.098196
674,4.276044
675,4.5434136
676,3.9259582
677,3.4283354
678,1.1375877
679,3.7469893
680,1.5245658
681,4.7071853
682,4.770971
683,5.1792073
684,4.1858997
685,5.173306
686,4.459005
687,3.6434343
688,4.9746113
689,3.0088196
690,5.075234
691,2.413376
692,4.6816263
693,4.3293114
694,4.120376
695,3.738855
696,3.2322078
697,3.7709637
698,2.3536863
699,4.009418
700,4.2008724
701,4.682626
702,4.2008724
703,3.0608757
704,4.24204
705,2.5158117
706,4.429956
707,2.0278697
708,4.5945764
709,1.5541372
710,3.6867201
711,1.3295187
712,3.2160006
713,1.8167157
714,3.792147
715,2.3890753
716,4.1930223
717,3.2069237
718,3.3813906
719,3.444105
720,2.8243756
721,3.8203504
722,2.1242855
723,3.9330149
724,1.5600796
725,3.968604
726,1.0470015
727,4.158497
728,4.1218133
729,3.902261
730,3.963968
731,2.9653962
732,4.1376944
733,1.5534499
734,4.360071
735,1.2005163
736,4.6538467
737,1.5666128
738,3.6604118
739,3.8753905
740,1.112936
741,3.9907742
742,1.6371062
743,4.0141816
744,4.830285
745,4.0439963
746,4.0010314
747,4.1927223
748,4.154183
749,4.308972
750,4.154183
751,3.8302093
752,4.1634555
753,2.7574637
754,4.96534
755,1.7182777
756,3.7536361
757,0.66048723
758,3.8460486
759,1.990743
760,4.369274
761,3.537207
762,4.2538633
763,4.4480433
764,2.934419
765,4.4336543
766,2.3794172
767,3.8247433
768,0.9499467
769,4.472036
770,0.88161707
771,4.8057356
772,2.214394
773,2.1725783
774,4.6072617
775,1.5308268
776,3.85404
777,0.7018215
778,3.886791
779,4.472928
780,5.0152392
781,3.958798
782,3.8574276
783,3.9040163
784,3.292786
785,2.517922
786,2.7403708
787,4.585887
788,1.9993991
789,4.087886
790,1.4257978
791,4.009328
792,0.961795
793,4.0616784
794,0.9166169
795,4.747902
796,1.4588383
797,5.065066
798,4.7556796
799,3.0977147
800,4.0551167
801,2.7685232
802,4.098196
803,1.3040124
804,4.1074686
805,4.547177
806,5.16435
807,4.064311
808,3.6249163
809,4.2328863
810,1.0924096
811,2.246477
812,1.554468
813,1.5453813
814,2.2923172
815,1.1709665
816,4.516249
817,3.6199014
818,4.1112695
819,4.517227
820,4.120542
821,4.5170074
822,4.2891173
823,3.9246728
824,4.557787
825,4.044101
826,3.9444761
827,4.0871797
828,3.4468534
829,3.8917708
830,1.0427849
831,3.0793784
832,1.2664198
833,2.7732162
834,4.0753307
835,3.832468
836,4.0186906
837,3.9093928
838,4.66476
839,4.0699325
840,4.6118298
841,4.0699325
842,3.1877294
843,4.1111
844,2.725096
845,4.32961
846,3.7311387
847,4.0156326
848,4.270286
849,3.5018833
850,4.2153907
851,3.0758107
852,2.1061428
853,1.213345
854,1.260256
855,1.5939953
856,2.0971284
857,4.0508013
858,3.6649508
859,4.36079
860,4.0141816
861,2.7636566
862,4.226741
863,2.5724628
864,3.217913
865,0.7902574
866,2.5056527
867,2.1282208
868,3.7949784
869,3.6685908
870,2.952996
871,3.999452
872,2.620494
873,5.060816
874,1.0173908
875,3.0853727
876,0.7018215
877,1.0540348
878,1.4031982
879,4.5641003
880,4.4483733
881,4.066576
882,3.747635
883,0.89343053
884,4.602598
885,4.0345974
886,4.925272
887,4.04387
888,2.9599242
889,4.2124453
890,1.7527536
891,1.4618104
892,1.1947814
893,2.0692909
894,1.4826496
895,4.0345974
896,3.6169353
897,4.0345974
898,4.052406
899,4.2124453
900,5.0457587
901,5.0304694
902,3.8752491
903,5.0111623
904,2.0712495
905,3.1846206
906,1.4810361
907,1.1535212
908,2.0897326
909,1.0612706
910,4.5717316
911,2.1124933
912,4.0737305
913,3.6149094
914,3.8871295
915,4.512235
916,4.01196
917,4.5120153
918,4.0550385
919,4.059559
920,5.0509105
921,4.059559
922,4.5087066
923,4.7010293
924,3.8718183
925,4.8524837
926,3.2242136
927,1.973075
928,3.0835593
929,1.4243445
930,1.3243936
931,1.3105208
932,4.0871797
933,1.9869928
934,3.2200327
935,2.5593522
936,2.658741
937,4.022503
938,1.4191529
939,4.0703793
940,1.3983516
941,4.111547
942,1.9865421
943,4.2602735
944,2.5589018
945,4.3798175
946,3.341799
947,2.8695102
948,4.2598267
949,1.7020023
950,4.3934255
951,0.8977749
952,4.3845053
953,2.8380835
954,3.004249
955,3.2104669
956,2.737748
957,4.0887356
958,2.6425338
959,4.4321103
960,2.1856375
961,4.2948995
962,1.7001646
963,3.9028614
964,1.3126088
965,2.1147218
966,2.8563125
967,1.6095328
968,3.1947722
969,1.3447591
970,3.8768945
971,0.4549083
972,4.0151057
973,1.3245285
974,4.3584814
975,3.6530058
976,3.8471267
977,4.613536
978,3.2348304
979,3.8305624
980,2.2846718
981,3.9672194
982,1.0188203
983,4.0480237
984,4.0330515
985,4.7839403
986,3.8615022
987,5.096022
988,3.9590626
989,3.999452
990,3.999452
991,4.174277
992,4.7229257
993,5.060816
994,4.535702
995,3.7909076
996,2.7360337
997,0.7384655
998,2.0821009
999,3.9479854
1000,5.005133
1001,4.4822364
1002,3.845348
1003,2.9660501
1004,1.1963184
1005,0.89343053
1006,1.4492686
1007,2.0692909
1008,3.582338
1009,4.526736
1010,3.8666878
1011,3.991519
1012,4.7181735
1013,5.0111623
1014,4.4882655
1015,3.1846206
1016,1.3055494
1017,3.582338
1018,4.0532894
1019,3.8666878
1020,3.991519
1021,4.4882655
1022,3.8513765
1023,2.2071157
1024,1.527936
1025,1.309697
1026,3.9196808
1027,4.2374067
1028,4.8500686
1029,4.5108423
1030,3.1035159
1031,1.304744
1032,3.838901
1033,4.3219886
1034,2.8453023
1035,1.0806491
1036,1.5757657
1037,3.9165893
1038,4.1244307
1039,4.1542454
1040,4.3029714
1041,0.9192751
1042,0.5880576
1043,4.0415244
1044,5.096022
1045,2.2558799
1046,1.4324974
1047,1.7128731
1048,4.7961526
1049,4.052679
1050,4.2419662
1051,4.251239
1052,5.100278
1053,1.7888973
1054,3.6727674
1055,4.0133476
1056,4.1529956
1057,4.583716
1058,3.7850115
1059,3.6126401
1060,3.2782505
1061,2.3090134
1062,1.6929657
1063,1.6631644
1064,1.8157026
1065,2.3226094
1066,3.010756
1067,3.9921315
1068,4.1573277
1069,4.222837
1070,4.5510774
1071,4.4937887
1072,4.132592
1073,3.7032387
1074,3.5642931
1075,1.0921795
1076,2.3937213
1077,3.9044921
1078,4.097305
1079,4.1376944
1080,4.954011
1081,5.2661133
1082,4.0276995
1083,3.3834422
1084,2.127569
1085,2.3903818
1086,4.213242
1087,4.121432
1088,5.2439656
1089,4.6856117
